NAME,PRICE,CUISINES,CITY,REGION,URL,PAGE NO,RESTAURANT_TYPE,TIMING,RATING_TYPE,RATING,VOTES,AREA,PRICE_CATEGORY,RATING_CATEGORY,POPULARITY_CATEGORY,AFFORDABLE_FLAG,WEIGHTED_RATING,VALUE_SCORE,COMBINED_FEATURES
The Homemade Cafe,1200,"Continental,Italian",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/the-homemade-cafe-oshiwara/info,90,Café,"12noon to 12midnight(Mon-Fri),10am to 12midnight...",Very Good,4.4,1306.0,Andheri,Expensive,Very Good,Highly Popular,False,4.34,3.62,"the homemade cafe continental,italian café expensive very good highly popular"
Aditi Juice Centre,400,"Fast Food,North Indian,South Indian,Beverages,Desserts,Juices",Mumbai,Near Andheri West Station,https://www.zomato.com/mumbai/aditi-juice-centre-near-andheri-west-station/info,901,Quick Bites,9am to 1030pm(Mon-Sun),Good,3.8,122.0,Andheri,Budget,Good,Moderately Popular,True,3.71,9.28,"aditi juice centre fast food,north indian,south indian,beverages,desserts,juices quick bites budget good moderately popular"
Sushi King,800,"Chinese,Japanese,Sushi",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/sushi-king-pali-hill-bandra-west/info,902,none,11am to 1130pm(Mon-Sun),Average,3.2,10.0,Bandra,Moderate,Average,Low Popularity,False,3.58,4.47,"sushi king chinese,japanese,sushi none moderate average low popularity"
Maratha Darbar,500,"Chinese,North Indian,Fast Food,Malwani",Mumbai,Bandra East,https://www.zomato.com/mumbai/maratha-darbar-bandra-east/info,902,Casual Dining,12noon to 11pm(Mon-Sun),Average,3.4,100.0,Bandra,Budget,Average,Moderately Popular,False,3.51,7.02,"maratha darbar chinese,north indian,fast food,malwani casual dining budget average moderately popular"
Oriental Combo Box,400,"Chinese,Momos",Mumbai,Santacruz East,https://www.zomato.com/mumbai/oriental-combo-box-santacruz-east/info,903,none,"11am to 4pm,7pm to 12midnight(Mon-Sun)",Good,3.6,52.0,Santacruz,Budget,Good,Low Popularity,True,3.61,9.02,"oriental combo box chinese,momos none budget good low popularity"
Fitness Bakery,500,"Bakery,Desserts,Healthy Food",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/fitness-bakery-pali-hill-bandra-west/info,904,Bakery,10am to 7pm(Mon-Sun),Good,3.7,57.0,Bandra,Budget,Good,Low Popularity,True,3.64,7.28,"fitness bakery bakery,desserts,healthy food bakery budget good low popularity"
Caramel Carousel,600,"Bakery,Desserts",Mumbai,Bandstand-- Bandra West,https://www.zomato.com/mumbai/caramel-carousel-bandstand-bandra-west/info,904,Bakery,"10am to 3pm,530pm to 930pm(Mon-Fri),230pm to ...",Average,2.9,33.0,Bandra,Moderate,Average,Low Popularity,False,3.45,5.75,"caramel carousel bakery,desserts bakery moderate average low popularity"
Roadside Romeo Chinese Corner,350,Chinese,Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/roadside-romeo-chinese-corner-andheri-lokhandwala/info,905,Quick Bites,12noon to 1130pm(Mon-Sun),Average,3.3,61.0,Andheri,Budget,Average,Low Popularity,False,3.5,10.0,roadside romeo chinese corner chinese quick bites budget average low popularity
Bay of Bengal,300,"Bengali,North Indian",Mumbai,Santacruz West,https://www.zomato.com/mumbai/bay-of-bengal-santacruz-west/info,905,none,"530am to 9pm(Mon),10am to 3pm,6pm to 9pm...",Average,3.1,13.0,Santacruz,Budget,Average,Low Popularity,False,3.56,11.87,"bay of bengal bengali,north indian none budget average low popularity"
Jacks Burg,400,"Fast Food,Burger,Continental",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/jacks-burg-andheri-lokhandwala/info,906,none,"1230pm to 4pm,7pm to 12midnight(Mon-Sun)",Average,3.1,5.0,Andheri,Budget,Average,Low Popularity,False,3.59,8.98,"jacks burg fast food,burger,continental none budget average low popularity"
Combo Kitchen,300,"Chinese,Sandwich,Fast Food,North Indian,Italian,Rolls",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/combo-kitchen-andheri-lokhandwala/info,907,none,1230pm to 11pm(Mon-Sun),Average,3.4,27.0,Andheri,Budget,Average,Low Popularity,False,3.57,11.9,"combo kitchen chinese,sandwich,fast food,north indian,italian,rolls none budget average low popularity"
Vyanjan,300,"North Indian,Mithai",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/vyanjan-oshiwara/info,907,Quick Bites,9am to 10pm(Mon-Sun),Average,2.8,144.0,Andheri,Budget,Average,Moderately Popular,False,3.15,10.5,"vyanjan north indian,mithai quick bites budget average moderately popular"
Mesa Bistro - Svenska Design Hotel,2000,"Continental,Italian,North Indian,South Indian,Chinese,Mediterranean",Mumbai,Svenska Design Hotel-- Andheri West,https://www.zomato.com/mesabistro/info,907,Fine Dining,7am to 12midnight(Mon-Sun),Average,3.4,57.0,Andheri,Premium,Average,Low Popularity,False,3.54,1.77,"mesa bistro - svenska design hotel continental,italian,north indian,south indian,chinese,mediterranean fine dining premium average low popularity"
Bhagirathi Restaurant,500,"South Indian,North Indian,Chinese,Fast Food",Mumbai,Santacruz East,https://www.zomato.com/mumbai/bhagirathi-restaurant-santacruz-east/info,907,Casual Dining,7am to 1130pm(Mon-Sun),Good,3.5,56.0,Santacruz,Budget,Good,Low Popularity,True,3.57,7.14,"bhagirathi restaurant south indian,north indian,chinese,fast food casual dining budget good low popularity"
Falafel Bites,500,Lebanese,Mumbai,Reclamation-- Bandra West,https://www.zomato.com/mumbai/falafel-bites-reclamation-bandra-west/info,909,Quick Bites,1230pm to 11pm(Mon-Sun),Average,2.6,36.0,Bandra,Budget,Average,Low Popularity,False,3.36,6.72,falafel bites lebanese quick bites budget average low popularity
Saheb Restaurant,600,"Chinese,North Indian,Mangalorean",Mumbai,Bandra East,https://www.zomato.com/mumbai/saheb-restaurant-bandra-east/info,91,Casual Dining,"1230pm to 330pm,630pm to 1230AM(Mon-Sun)",Good,3.7,63.0,Bandra,Moderate,Good,Low Popularity,True,3.64,6.07,"saheb restaurant chinese,north indian,mangalorean casual dining moderate good low popularity"
Geeta Refreshments,200,"Fast Food,North Indian,South Indian",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/geeta-refreshments-vile-parle-east/info,91,Quick Bites,10am to 1am(Mon-Sun),Good,3.6,68.0,Vile Parle,Budget,Good,Low Popularity,True,3.61,18.05,"geeta refreshments fast food,north indian,south indian quick bites budget good low popularity"
Sindhudurg,600,Seafood,Mumbai,Vile Parle East,https://www.zomato.com/mumbai/sindhudurg-vile-parle-east/info,911,Quick Bites,"12noon to 330pm,7pm to 11pm(Mon-Sun)",Average,2.7,94.0,Vile Parle,Moderate,Average,Low Popularity,False,3.19,5.32,sindhudurg seafood quick bites moderate average low popularity
Mealbox,300,"Bengali,Continental,Biryani,Mughlai",Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/mealbox-near-andheri-east-station/info,911,none,"9am to 9pm(Mon-Sat),Closed(Sun)",Average,3.0,6.0,Andheri,Budget,Average,Low Popularity,False,3.58,11.93,"mealbox bengali,continental,biryani,mughlai none budget average low popularity"
Aakash Sweets and Farsans,150,"Mithai,Street Food",Mumbai,Near Andheri West Station,https://www.zomato.com/mumbai/aakash-sweets-and-farsans-near-andheri-west-station/info,911,Sweet Shop,9am to 10pm(Mon-Sun),Good,3.5,27.0,Andheri,Budget,Good,Low Popularity,True,3.59,23.93,"aakash sweets and farsans mithai,street food sweet shop budget good low popularity"
Shree Chakra Restaurant & Bar,400,"Chinese,North Indian,Seafood,Mughlai",Mumbai,Santacruz East,https://www.zomato.com/mumbai/shree-chakra-restaurant-bar-santacruz-east/info,911,Casual Dining,10am to 1230AM(Mon-Sun),Average,3.0,14.0,Santacruz,Budget,Average,Low Popularity,False,3.54,8.85,"shree chakra restaurant & bar chinese,north indian,seafood,mughlai casual dining budget average low popularity"
UBQ by Barbeque Nation,450,"North Indian,BBQ,Kebab,Biryani",Mumbai,Hill Road-- Bandra West,https://www.zomato.com/mumbai/ubq-by-barbeque-nation-hill-road-bandra-west/info,913,none,"12noon to 3pm,7pm to 11pm(Mon-Sun)",Average,3.0,7.0,Bandra,Budget,Average,Low Popularity,False,3.57,7.93,"ubq by barbeque nation north indian,bbq,kebab,biryani none budget average low popularity"
Ram Frankey,150,Fast Food,Mumbai,Vile Parle East,https://www.zomato.com/mumbai/ram-frankey-vile-parle-east/info,914,Quick Bites,10am to 10pm(Mon-Sun),Good,3.6,73.0,Vile Parle,Budget,Good,Low Popularity,True,3.61,24.07,ram frankey fast food quick bites budget good low popularity
Joseph's Tandoori Kitchen,650,"North Indian,Mughlai",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/josephs-tandoori-kitchen-pali-hill-bandra-west/info,914,none,"1130am to 230pm,7pm to 1130pm(Mon-Sun)",Good,3.8,214.0,Bandra,Moderate,Good,Moderately Popular,True,3.74,5.75,"joseph's tandoori kitchen north indian,mughlai none moderate good moderately popular"
Shoolin Reading Cafe,500,"Burger,Tea,Cafe,Sandwich,Pizza,Salad,Rolls",Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/shoolin-reading-cafe-versova/info,915,Café,945am to 1145pm(Mon-Sun),Average,3.3,21.0,Andheri,Budget,Average,Low Popularity,False,3.56,7.12,"shoolin reading cafe burger,tea,cafe,sandwich,pizza,salad,rolls café budget average low popularity"
Rice Express,500,"North Indian,Chinese,Continental,Mexican,Thai",Mumbai,Santacruz East,https://www.zomato.com/mumbai/rice-express-santacruz-east/info,916,none,11am to 11pm(Mon-Sun),Average,3.4,17.0,Santacruz,Budget,Average,Low Popularity,False,3.58,7.16,"rice express north indian,chinese,continental,mexican,thai none budget average low popularity"
Fingers Cross,1400,"Continental,Seafood,Mexican,Italian,Pizza,Salad,Finger Food,Thai",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/fingerscross/info,916,Casual Dining,1230pm to 1230AM(Mon-Sun),Good,3.5,509.0,Andheri,Expensive,Good,Highly Popular,False,3.52,2.51,"fingers cross continental,seafood,mexican,italian,pizza,salad,finger food,thai casual dining expensive good highly popular"
The Greek Loukoumades,500,"Desserts,Beverages,Fast Food",Mumbai,Juhu,https://www.zomato.com/mumbai/the-greek-loukoumades-juhu/info,918,Quick Bites,11am to 2am(Mon-Sun),Good,3.5,35.0,Juhu,Budget,Good,Low Popularity,True,3.58,7.16,"the greek loukoumades desserts,beverages,fast food quick bites budget good low popularity"
Shree Sai Ganesh Restaurant,250,"Chinese,North Indian",Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/shree-sai-ganesh-restaurant-versova/info,918,Quick Bites,12noon to 430am(Mon-Sun),Average,2.9,5.0,Andheri,Budget,Average,Low Popularity,False,3.58,14.32,"shree sai ganesh restaurant chinese,north indian quick bites budget average low popularity"
Miro Lounge - Svenska Design Hotel,2000,"Continental,Italian,North Indian,Chinese,Mediterranean",Mumbai,Svenska Design Hotel-- Andheri West,https://www.zomato.com/mirolounge/info,918,Casual Dining,"7am to 1130pm(Mon-Thu),7am to 1145pm(Fri-Sun)",Good,3.6,93.0,Andheri,Premium,Good,Low Popularity,False,3.61,1.8,"miro lounge - svenska design hotel continental,italian,north indian,chinese,mediterranean casual dining premium good low popularity"
Shree Sharneshwar Bhojnalaya,200,Maharashtrian,Mumbai,Vile Parle East,https://www.zomato.com/mumbai/shree-sharneshwar-bhojnalaya-vile-parle-east/info,918,Quick Bites,"11am to 3pm,7pm to 11pm(Mon-Sun)",Average,3.4,20.0,Vile Parle,Budget,Average,Low Popularity,False,3.58,17.9,shree sharneshwar bhojnalaya maharashtrian quick bites budget average low popularity
The Schezwan Company,500,Chinese,Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/the-schezwan-company-andheri-lokhandwala/info,919,none,12noon to 330pm(Mon-Sun),Good,3.8,52.0,Andheri,Budget,Good,Low Popularity,True,3.67,7.34,the schezwan company chinese none budget good low popularity
Moti Mahal,1500,"North Indian,Mughlai,Chinese",Mumbai,Linking Road-- Bandra West,https://www.zomato.com/mumbai/moti-mahal-linking-road-bandra-west/info,92,Casual Dining,"12noon to 4pm,7pm to 1am(Mon-Sun)",Good,3.5,377.0,Bandra,Expensive,Good,Moderately Popular,False,3.53,2.35,"moti mahal north indian,mughlai,chinese casual dining expensive good moderately popular"
Vegan Burger Kitchen,600,"Healthy Food,Fast Food,Desserts,Beverages",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/vegan-burger-kitchen-pali-hill-bandra-west/info,92,none,"12noon to 11pm(Mon,Tue,Wed,Sun),12noon to 3am...",Good,3.7,67.0,Bandra,Moderate,Good,Low Popularity,True,3.65,6.08,"vegan burger kitchen healthy food,fast food,desserts,beverages none moderate good low popularity"
Cafe Sahar,300,"North Indian,Chinese",Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/cafe-sahar-near-andheri-east-station/info,92,Quick Bites,11am to 1245AM(Mon-Sun),Average,3.4,91.0,Andheri,Budget,Average,Low Popularity,False,3.52,11.73,"cafe sahar north indian,chinese quick bites budget average low popularity"
Salsetta,600,"European,South American",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/salsetta-pali-hill-bandra-west/info,92,none,"Closed(Mon),12noon to 1am(Tue,Wed,Sun),12noon...",Good,3.6,130.0,Bandra,Moderate,Good,Moderately Popular,True,3.61,6.02,"salsetta european,south american none moderate good moderately popular"
Sabri,300,"Biryani,North Indian,Chinese",Mumbai,Bandra East,https://www.zomato.com/mumbai/sabri-bandra-east/info,920,Quick Bites,10am to 12midnight(Mon-Sun),Average,3.4,39.0,Bandra,Budget,Average,Low Popularity,False,3.56,11.87,"sabri biryani,north indian,chinese quick bites budget average low popularity"
Mandana’s Kitchen,700,Iranian,Mumbai,Santacruz West,https://www.zomato.com/mumbai/mandanas-kitchen-santacruz-west/info,920,none,"Closed(Mon),11am to 4pm,7pm to 11pm(Tue-Sun)",Average,3.1,30.0,Santacruz,Moderate,Average,Low Popularity,False,3.5,5.0,mandana’s kitchen iranian none moderate average low popularity
Chai Tekdi,250,"Cafe,Fast Food",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/chai-tekdi-andheri-lokhandwala/info,922,Café,8am to 11pm(Mon-Sun),Average,2.8,195.0,Andheri,Budget,Average,Moderately Popular,False,3.09,12.36,"chai tekdi cafe,fast food café budget average moderately popular"
Fit Food Meal,500,"Fast Food,Burger,Sandwich,Salad",Mumbai,Near Andheri West Station,https://www.zomato.com/mumbai/fit-food-meal-near-andheri-west-station/info,923,Quick Bites,10am to 1130pm(Mon-Sun),Average,3.0,7.0,Andheri,Budget,Average,Low Popularity,False,3.57,7.14,"fit food meal fast food,burger,sandwich,salad quick bites budget average low popularity"
Saayba Hotel,750,"Seafood,Maharashtrian,Malwani",Mumbai,Bandra Talao-- Bandra West,https://www.zomato.com/mumbai/saayba-hotel-bandra-talao-bandra-west/info,923,Casual Dining,"Closed(Mon),1130am to 330pm,730pm to 1130pm...",Good,3.7,202.0,Bandra,Moderate,Good,Moderately Popular,True,3.67,4.89,"saayba hotel seafood,maharashtrian,malwani casual dining moderate good moderately popular"
Deep Snacks Corner,550,"South Indian,Chinese,North Indian",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/deep-snacks-corner-andheri-lokhandwala/info,923,Quick Bites,8am to 1130pm(Mon-Sun),Good,3.6,22.0,Andheri,Moderate,Good,Low Popularity,True,3.61,6.56,"deep snacks corner south indian,chinese,north indian quick bites moderate good low popularity"
Shawarma corner,200,"Lebanese,Fast Food,Rolls",Mumbai,Bandra East,https://www.zomato.com/mumbai/shawarma-corner-bandra-east/info,924,Quick Bites,12noon to 1130pm(Mon-Sun),Average,2.9,11.0,Bandra,Budget,Average,Low Popularity,False,3.55,17.75,"shawarma corner lebanese,fast food,rolls quick bites budget average low popularity"
White Rose Cafe,600,"Cafe,American,Bakery,Salad,Continental,Italian,Burger,Desserts",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/white-rose-cafe-andheri-lokhandwala/info,925,Café,9am to 12midnight(Mon-Sun),Good,3.7,299.0,Andheri,Moderate,Good,Moderately Popular,True,3.68,6.13,"white rose cafe cafe,american,bakery,salad,continental,italian,burger,desserts café moderate good moderately popular"
Good Food Cafe and Bakery,400,North Indian,Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/good-food-cafe-and-bakery-andheri-lokhandwala/info,928,Quick Bites,11am to 1130pm(Mon-Sun),Average,3.3,17.0,Andheri,Budget,Average,Low Popularity,False,3.57,8.92,good food cafe and bakery north indian quick bites budget average low popularity
Live By Night,1200,"North Indian,Asian,Continental",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/live-by-night-andheri-lokhandwala/info,928,Lounge,"Closed(Mon),6pm to 130am(Tue-Sun)",Good,3.5,20.0,Andheri,Expensive,Good,Low Popularity,False,3.59,2.99,"live by night north indian,asian,continental lounge expensive good low popularity"
Punjabi Rasoi,750,"North Indian,Mughlai,Chinese,Fast Food",Mumbai,Linking Road-- Bandra West,https://www.zomato.com/mumbai/punjabi-rasoi-linking-road-bandra-west/info,93,Casual Dining,12noon to 3am(Mon-Sun),Good,3.9,196.0,Bandra,Moderate,Good,Moderately Popular,True,3.8,5.07,"punjabi rasoi north indian,mughlai,chinese,fast food casual dining moderate good moderately popular"
Lemon Leaf,1200,"Chinese,Thai,Malaysian,Asian",Mumbai,Bandra Talao-- Bandra West,https://www.zomato.com/mumbai/lemon-leaf-bandra-talao-bandra-west/info,93,none,11am to 3am(Mon-Sun),Good,3.9,1184.0,Bandra,Expensive,Good,Highly Popular,False,3.88,3.23,"lemon leaf chinese,thai,malaysian,asian none expensive good highly popular"
Protein House,1000,"Healthy Food,Fast Food,Juices",Mumbai,Hill Road-- Bandra West,https://www.zomato.com/mumbai/protein-house-hill-road-bandra-west/info,93,Quick Bites,7am to 130am(Mon-Sun),Good,3.9,93.0,Bandra,Moderate,Good,Low Popularity,True,3.74,3.74,"protein house healthy food,fast food,juices quick bites moderate good low popularity"
Cheese Zone,400,"Fast Food,South Indian",Mumbai,Vile Parle West,https://www.zomato.com/mumbai/cheese-zone-vile-parle-west/info,93,Quick Bites,10am to 130am(Mon-Sun),Good,3.6,230.0,Vile Parle,Budget,Good,Moderately Popular,True,3.6,9.0,"cheese zone fast food,south indian quick bites budget good moderately popular"
Taste Of China,600,"Chinese,Thai",Mumbai,7 Bungalows-- Andheri West,https://www.zomato.com/mumbai/taste-of-china-7-bungalows/info,93,Casual Dining,11am to 1am(Mon-Sun),Good,3.7,199.0,Andheri,Moderate,Good,Moderately Popular,True,3.67,6.12,"taste of china chinese,thai casual dining moderate good moderately popular"
Shankari,750,"Chinese,North Indian,South Indian,Seafood",Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/shankari-versova/info,930,Casual Dining,11am to 130am(Mon-Sun),Average,3.4,77.0,Andheri,Moderate,Average,Low Popularity,False,3.52,4.69,"shankari chinese,north indian,south indian,seafood casual dining moderate average low popularity"
